ID,SRCID,SNKID
2139,29,9
2140,125,123
2141,122,5
2142,10,55
2143,55,11
2144,78,53
2145,50,46
2146,50,46
2147,21,126
2148,21,126
2149,21,126
2150,21,126
2151,21,126
2152,21,126
2153,21,126
2154,45,7
2155,45,7
2156,6,49
2157,6,49
2158,57,49
2159,57,49
2160,57,78
2161,78,37
2162,126,35
2163,126,35
2164,126,35
2165,126,35
2166,82,45
2167,82,45
2168,82,45
2169,82,45
2170,82,45
2171,82,45
2172,82,45
2173,82,45
2174,29,54
2175,5,122
2176,5,122
2177,5,122
2178,5,122
2179,5,122
2180,5,122
2181,5,122
2182,46,45
2183,122,4
2184,31,28
2185,122,4
2186,55,126
2187,55,126
2188,40,78
2189,124,11
2190,124,11
2191,124,11
2192,124,11
2193,124,11
2194,124,11
2195,124,11
2196,124,11
2197,124,11
2198,124,11
2199,124,11
2200,124,11
2201,124,11
2202,124,11
2203,124,11
2204,124,11
2205,29,78
2206,9,35
2207,53,18
2208,126,57
2209,55,5
2210,4,46
2211,49,78
2212,23,54
2213,126,57
2214,126,57
2215,126,57
2216,7,50
2217,27,78
2218,54,27
2219,45,126
2220,45,126
2221,45,126
2222,45,126
2223,45,126
2224,46,23
2225,11,35
2226,11,35
2227,11,35
2228,11,35
2229,4,40
2230,123,61
2231,123,61
2232,123,61
2233,54,9
2234,40,37
2235,23,46
2236,46,45
2237,122,4
2238,126,29
2239,126,29
2240,126,29
2241,38,28
2242,120,46
2243,46,45
2244,49,7
2245,49,7
2246,45,126
2247,46,122
2248,46,122
2249,46,122
2250,46,122
2251,46,122
2252,46,122
2253,46,122
2254,46,122
2255,5,23
2256,119,45
2257,119,45
2258,124,28
2259,124,28
2260,124,28
2261,124,28
2262,124,28
2263,55,5
2264,55,45
2265,45,21
2266,54,22
2267,55,29
2268,124,38
2269,124,38
2270,124,38
2271,124,38
2272,124,38
2273,124,38
2274,124,38
2275,124,38
2276,124,38
2277,124,38
2278,124,38
2279,57,125
2280,57,125
2281,57,125
2282,11,28
2283,121,45
2284,29,18
2285,9,78
2286,55,45
2287,46,45
2288,46,45
2289,46,45
2290,31,11
2291,11,10
2292,31,45
2293,31,45
2294,124,35
2295,124,35
2296,124,35
2297,124,35
2298,40,78
2299,27,125
2300,27,125
2301,27,125
2302,27,125
2303,7,49
2304,124,55
2305,124,55
2306,124,55
2307,124,55
2308,40,37
2309,38,126
2310,38,126
2311,38,126
2312,38,126
2313,38,126
2314,38,126
2315,38,126
2316,38,126
2317,38,126
2318,38,126
2319,38,126
2320,45,21
2321,45,21
2322,18,45
2323,85,46
2324,85,46
2325,124,5
2326,124,5
2327,124,5
2328,124,5
2329,124,5
2330,124,5
2331,124,5
2332,55,40
2333,123,5
2334,123,5
2335,123,5
2336,123,5
2337,123,5
2338,123,5
2339,123,5
2340,119,46
2341,119,46
2342,31,35
2343,31,10
2344,31,10
2345,31,10
2346,22,125
2347,22,125
2348,22,125
2349,22,125
2350,22,125
2351,22,125
2352,22,125
2353,123,57
2354,10,45
2355,10,45
2356,10,45
2357,10,45
2358,10,45
2359,10,45
2360,45,46
2361,123,22
2362,123,22
2363,123,22
2364,123,22
2365,123,22
2366,123,22
2367,123,22
2368,125,124
2369,125,124
2370,125,124
2371,35,57
2372,35,57
2373,35,57
2374,23,46
2375,23,46
2376,23,46
2377,121,46
2378,121,46
2379,122,5
2380,57,125
2381,57,125
2382,4,40
2383,124,10
2384,124,10
2385,124,10
2386,124,10
2387,124,10
2388,124,10
2389,124,10
2390,78,125
2391,78,125
2392,78,125
2393,78,125
2394,78,125
2395,78,125
2396,78,125
2397,78,125
2398,78,125
2399,78,125
2400,78,125
2401,125,55
2402,125,55
2403,125,55
2404,125,55
2405,82,46
2406,82,46
2407,82,46
2408,82,46
2409,82,46
2410,82,46
2411,82,46
2412,82,46
2413,55,11
2414,125,18
2415,125,18
2416,55,86
2417,6,45
2418,57,54
2419,49,25
2420,49,25
2421,124,55
2422,124,55
2423,124,55
2424,45,6
2425,54,53
2426,40,13
2427,124,21
2428,124,21
2429,124,21
2430,124,21
2431,124,21
2432,124,21
2433,124,21
2434,5,78
2435,55,35
2436,86,82
2437,5,122
2438,5,122
2439,5,122
2440,5,122
2441,5,122
2442,5,122
2443,5,122
2444,49,125
2445,49,125
2446,49,125
2447,49,125
2448,46,27
2449,46,27
2450,46,27
2451,123,61
2452,123,61
2453,123,61
2454,123,61
2455,123,61
2456,123,61
2457,119,82
2458,5,78
2459,46,57
2460,57,18
2461,5,78
2462,55,18
2463,13,82
2464,13,82
2465,126,57
2466,31,61
2467,50,25
2468,50,25
2469,57,43
2470,7,45
2471,120,45
2472,11,126
2473,55,38
2474,55,38
2475,45,35
2476,45,35
2477,45,35
2478,45,78
2479,55,126
2480,55,126
2481,124,61
2482,124,61
2483,49,6
2484,45,28
2485,45,28
2486,45,28
2487,57,78
2488,46,45
2489,46,45
2490,46,45
2491,123,57
2492,123,57
2493,123,57
2494,4,49
2495,5,4
2496,35,61
2497,55,35
2498,45,86
2499,45,86
2500,85,82
2501,85,82
2502,55,126
2503,9,46
2504,9,46
2505,9,46
2506,9,46
2507,9,46
2508,9,46
2509,50,122
2510,50,122
2511,50,122
2512,50,122
2513,50,122
2514,50,122
2515,50,122
2516,5,55
2517,23,61
2518,23,61
2519,23,61
2520,50,126
2521,50,126
2522,50,126
2523,50,126
2524,50,126
2525,50,126
2526,85,46
2527,124,55
2528,124,55
2529,124,55
2530,57,46
2531,122,5
2532,54,78
2533,57,125
2534,57,125
2535,57,125
2536,123,27
2537,123,27
2538,123,27
2539,123,27
2540,123,27
2541,23,61
2542,45,55
2543,50,7
2544,50,7
2545,4,5
2546,124,45
2547,124,45
2548,124,45
2549,124,45
2550,124,45
2551,124,45
2552,57,78
2553,126,10
2554,55,126
2555,55,126
2556,55,126
2557,57,54
2558,125,55
2559,125,55
2560,125,55
2561,125,55
2562,124,127
2563,124,127
2564,124,127
2565,49,122
2566,49,122
2567,49,122
2568,49,122
2569,49,122
2570,49,122
2571,49,122
2572,121,46
2573,29,46
2574,29,46
2575,55,45
2576,55,11
2577,38,86
2578,6,46
2579,11,21
2580,85,45
2581,45,46
2582,49,46
2583,49,46
2584,55,50
2585,55,50
2586,127,78
2587,40,37
2588,46,45
2589,78,27
2590,4,23
2591,4,40
2592,46,7
2593,46,7
2594,5,55
2595,126,31
2596,126,31
2597,126,31
2598,40,37
2599,46,22
2600,46,22
2601,9,57
2602,29,127
2603,46,6
2604,57,125
2605,57,125
2606,57,125
2607,126,57
2608,126,57
2609,126,57
2610,29,57
2611,119,46
2612,119,46
2613,123,9
2614,123,9
2615,123,9
2616,123,9
2617,123,9
2618,123,9
2619,123,9
2620,5,55
2621,11,23
2622,11,23
2623,4,45
2624,45,46
2625,54,9
2626,54,9
2627,125,61
2628,125,61
2629,125,61
2630,46,45
2631,40,37
2632,57,125
2633,57,125
2634,123,57
2635,123,57
2636,123,57
2637,123,57
2638,46,125
2639,46,125
2640,46,125
2641,46,125
2642,46,125
2643,46,125
2644,61,35
2645,61,35
2646,31,21
2647,53,55
2648,53,55
2649,57,18
2650,61,86
2651,5,4
2652,45,86
2653,122,4
2654,45,122
2655,45,122
2656,45,122
2657,45,122
2658,45,122
2659,45,122
2660,45,122
2661,45,122
2662,46,18
2663,46,18
2664,46,18
2665,5,78
2666,61,126
2667,61,126
2668,61,126
2669,13,46
2670,13,46
2671,55,126
2672,55,126
2673,55,126
2674,55,126
2675,35,10
2676,126,10
2677,126,10
2678,126,10
2679,126,10
2680,126,10
2681,23,46
2682,23,46
2683,23,46
2684,23,46
2685,23,46
2686,50,55
2687,126,61
2688,126,61
2689,126,61
2690,120,46
2691,120,46
2692,123,46
2693,123,46
2694,123,46
2695,123,46
2696,123,46
2697,123,46
2698,119,46
2699,119,45
2700,119,45
2701,61,18
2702,61,18
2703,122,5
2704,4,55
2705,121,82
2706,121,82
2707,46,45
2708,46,18
2709,46,18
2710,46,18
2711,46,18
2712,46,18
2713,46,18
2714,45,55
2715,18,55
2716,18,55
2717,18,55
2718,40,37
2719,124,127
2720,124,127
2721,124,127
2722,124,127
2723,124,127
2724,124,127
2725,123,61
2726,123,61
2727,57,31
2728,55,45
2729,55,45
2730,5,4
2731,29,78
2732,29,78
2733,29,78
2734,4,55
2735,4,55
2736,4,5
2737,31,38
2738,45,35
2739,45,35
2740,45,35
2741,45,35
2742,45,35
2743,45,35
2744,5,4
2745,123,78
2746,123,78
2747,123,78
2748,123,78
2749,123,78
2750,123,78
2751,123,78
2752,123,78
2753,123,78
2754,123,78
2755,123,78
2756,5,86
2757,123,57
2758,123,57
2759,54,125
2760,54,125
2761,54,125
2762,54,125
2763,54,125
2764,54,125
2765,54,125
2766,54,125
2767,54,125
2768,54,125
2769,54,125
2770,54,125
2771,54,125
2772,54,125
2773,54,125
2774,54,125
2775,61,18
2776,57,125
2777,57,125
2778,49,125
2779,49,125
2780,125,18
2781,125,18
2782,123,57
2783,123,57
2784,78,37
